datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
4/30/2021 3:00:00 AM,4/29/2021 11:00:00 PM,Multiple Fuels,0.0,0.00,False
4/30/2021 3:00:00 AM,4/29/2021 11:00:00 PM,Nuclear,28176.1,0.35,False
4/30/2021 3:00:00 AM,4/29/2021 11:00:00 PM,Oil,203.2,0.00,False
4/30/2021 3:00:00 AM,4/29/2021 11:00:00 PM,Other,81.7,0.00,False
4/30/2021 3:00:00 AM,4/29/2021 11:00:00 PM,Other Renewables,681.6,0.01,True
4/30/2021 3:00:00 AM,4/29/2021 11:00:00 PM,Solar,0.0,0.00,True
4/30/2021 3:00:00 AM,4/29/2021 11:00:00 PM,Storage,0.0,0.00,False
4/30/2021 3:00:00 AM,4/29/2021 11:00:00 PM,Wind,5203.9,0.06,True
4/30/2021 2:00:00 AM,4/29/2021 10:00:00 PM,Coal,19188.3,0.22,False
4/30/2021 2:00:00 AM,4/29/2021 10:00:00 PM,Gas,31019.1,0.36,False
4/30/2021 2:00:00 AM,4/29/2021 10:00:00 PM,Hydro,1461.8,0.02,True
4/30/2021 2:00:00 AM,4/29/2021 10:00:00 PM,Multiple Fuels,575.9,0.01,False
4/30/2021 2:00:00 AM,4/29/2021 10:00:00 PM,Nuclear,28134.5,0.33,False
4/30/2021 2:00:00 AM,4/29/2021 10:00:00 PM,Oil,203.5,0.00,False
4/30/2021 2:00:00 AM,4/29/2021 10:00:00 PM,Other,136.6,0.00,False
4/30/2021 2:00:00 AM,4/29/2021 10:00:00 PM,Other Renewables,693.2,0.01,True
4/30/2021 2:00:00 AM,4/29/2021 10:00:00 PM,Solar,0.0,0.00,True
4/30/2021 2:00:00 AM,4/29/2021 10:00:00 PM,Storage,0.0,0.00,False
4/30/2021 2:00:00 AM,4/29/2021 10:00:00 PM,Wind,4631.6,0.05,True
4/30/2021 1:00:00 AM,4/29/2021 9:00:00 PM,Coal,20231.7,0.22,False
